doc_id,author,title,year,thesis_type,director,director_source,original_director_field,specialisation,matched_secondary,match_score
HEI_000380--000001_411209,"Ruiz Verduzco, Deborah",International human rights law in times of transition,2004.0,Master/Other,,,,,False,
HEI_000380--000002_411209,"Marion, Axel",L'accord russo-britannique sur la Perse (1907),2004.0,Master/Other,,,,,False,
HEI_000370--000001_410301,"Morin, Carine",Les états face au phénomène du mercenariat professionnel,2003.0,Master/Other,,,,,False,
HEI_000380--000003_411209,"Burda, Julien",Travail des enfants et commerce international des marchandises,2004.0,Master/Other,,,,,False,
HEI_000380--000004_411209,"Salö, Paulina",National treatment in the pre-establishment phase,2004.0,Master/Other,,,,,False,
HEI_000380--000005_411209,"Guichandut, Julien",An empirical investigation on the currency denomination of government bonds,2004.0,Master/Other,,,,,False,
HEI_000380--000006_411209,"George, Melissa",The Australian-American alliance,2004.0,Master/Other,,,,,False,
HEI_000380--000007_411209,"Ponpon, Hélène",La rivalité euro-américaine en Méditerranée/Moyent-Orient depuis la fin de la guerre froide,2004.0,Master/Other,,,,,False,
HEI_000380--000008_411209,"Hamdan, Intan Maizurah",The impact of Trade-Related Intellectual Property Rights (TRIPS) agreement implementation on trade for less-developed countries,2004.0,Master/Other,,,,,False,
HEI_000380--000009_411209,"Jaxa-Chamiec, Michael C.","""Comparative politricks""",2004.0,Master/Other,,,,,False,
HEI_000380--000010_411209,"Vicente, Rute",La Communauté européenne et le régime de la responsabilité internationale,2004.0,Master/Other,,,,,False,
HEI_000380--000011_411209,"Parée, Daphne",Explaining the design of European common defense policy initiatives in the post-Cold War era,2004.0,Master/Other,,,,,False,
HEI_000380--000012_410206,"Eznack, Lucile",Analysis of the attitude of France toward alignment with the United States in times of significant war at the international level since 1945,2004.0,Master/Other,,,,,False,
HEI_000370--000002_410301,"Aburdene García, Jorge",Inflation targeting and the bank of Mexico's monetary policy strategy,2003.0,Master/Other,,,,,False,
HEI_000380--000013_410206,"Bacquet, Caroline",How to guarantee a lasting and stable peace after civil wars,2004.0,Master/Other,,,,,False,
HEI_000381--000001_410206,"Salvin, Anaïs",Le droit à l'auto-détermination et la protection des minorités,2004.0,Master/Other,,,,,False,
HEI_000381--000002_410206,"Loyo Gutiérrez, Lucia",Revision of judgments in international law,2004.0,Master/Other,,,,,False,
HEI_000381--000003_410206,"Abraha, Haben",Le défi de la paix face aux violations graves des droits de l'homme,2004.0,Master/Other,,,,,False,
HEI_000381--000004_410206,"Melville, Resel",Reinventing the Association of Caribbean States,2004.0,Master/Other,,,,,False,
HEI_000381--000005_410206,"Díaz de León Benard, Abigail",The jurisdiction of the International Criminal Court,2004.0,Master/Other,,,,,False,
HEI_000381--000006_410206,"Skouroliakou, Mélina-Konstantina",National identity and foreign policy in Greek-Turkish relations,2004.0,Master/Other,,,,,False,
HEI_000381--000007_410206,"Dimitrova, Christina",Taking sides,2004.0,Master/Other,,,,,False,
HEI_000381--000008_410206,"Basse, André","L'ONU, le FMI et la Banque mondiale",2004.0,Master/Other,,,,,False,
HEI_000381--000009_411209,"Theodoulou, Sozos-Christos",Les bases militaires en droit international,2004.0,PhD,"Lucius Caflisch et Jean-Pierre Laviec, chargé d'enseignement",secondary,,,True,0.8275862068965517
HEI_000370--000003_410301,"Tuler, Matias",Implications of immunity of jurisdiction and execution on arbitral adjudication of international economic disputes,2003.0,Master/Other,,,,,False,
HEI_000381--000010_410301,"Ercolano, Ilaria Maria",The development of China's nuclear and missile policy from the Korean war until today and its implications for regional and global stability,2004.0,Master/Other,,,,,False,
HEI_000381--000011_411209,"Pastorel, Delphine",Dangerous game,2004.0,Master/Other,,,,,False,
HEI_000382--000001_411209,"Ayass, Myriam",Trade and health,2004.0,Master/Other,,,,,False,
HEI_000382--000002_411209,"Larsson Ortino, Maria",Frame work conventions as instruments to address health and environmental concerns in international law,2004.0,Master/Other,,,,,False,
HEI_000382--000003_411209,"Maire, Valentine","Le rôle du Conseil de sécurité dans la Cour pénale internationale, illustration à travers les résolutions 1422/1487",2004.0,Master/Other,,,,,False,
HEI_000382--000004_411209,"Schweizer, Natalie",The United Nations Working Group on Minorities,2004.0,Master/Other,,,,,False,
HEI_000382--000005_411209,"Dorontsova Lefeuvre, Natalia",Does globalization have an impact on child labour,2004.0,Master/Other,,,,,False,
HEI_000382--000006_410301,"Di Rocco, Mara",Contemporary Chinese migration to Western continental Europe,2004.0,Master/Other,,,,,False,
HEI_000382--000007_410206,"Suo, Rina",An analysis of cross-market linkages over time,2004.0,Master/Other,,,,,False,
HEI_000382--000008_410206,"Watanabe, Misaki",Post-conflict reconstruction discourse and local reality,2004.0,Master/Other,,,,,False,
HEI_000370--000004_410301,"Georgiou, Irini K.",Provisional measures of protection in comparative international law,2003.0,Master/Other,,,,,False,
HEI_000382--000009_410206,"Lavoie, Maxime",Brain drain and migration policy,2004.0,Master/Other,,,,,False,
HEI_000382--000010_410206,"Oliva, Fabio",Peacebuilding process in Bosnia and Herzegovina,2004.0,Master/Other,,,,,False,
HEI_000382--000011_410206,"Wallace, Jennifer",The political economy of state formation,2004.0,Master/Other,,,,,False,
HEI_000382--000012_410206,"Salazar Albornoz, Mariana",Diplomatic protection,2004.0,Master/Other,,,,,False,
HEI_000382--000013_410206,"Serefidis, Damianos",Multiculturalism and nationalism in the Balkans,2004.0,Master/Other,,,,,False,
HEI_000382--000014_410206,"Wetzling, Thorsten Manuel",Turning intellect to influence ?,2004.0,Master/Other,,,,,False,
HEI_000383--000001_410206,"Lafontaine-Schwarz, Marie France",L'éducation à la paix en Europe du sud-est,2004.0,Master/Other,,,,,False,
HEI_000383--000002_410206,"Souckova, Jarmila",Strangers in their own home,2004.0,Master/Other,,,,,False,
HEI_000383--000003_410206,"Duteil, Aurore","De Roosevelt à Eleanor, devenir First Lady et après ...",2004.0,Master/Other,,,,,False,
HEI_000383--000004_411209,"Peristeri, Patrick",La coopération européenne dans le domaine de l'armement,2004.0,Master/Other,,,,,False,
HEI_000369--000002_410301,"Burkel, Jean-Christophe",Position dominante et concentrations d'entreprises en Europe,2002.0,Master/Other,,,,,False,
HEI_000370--000005_410206,"Karp, David",Corporate governance and accounting regulations after Enron,2003.0,Master/Other,,,,,False,
HEI_000383--000005_411209,"Schneller, Lukas",Switzerland and the EMU,2004.0,Master/Other,,,,,False,
HEI_000383--000006_411209,"Sanga, Guy Ernest",L'imputabilité pénale internationale,2004.0,Master/Other,,,,,False,
HEI_000383--000007_411209,"Frayre de la Torre, Abril",Agricultural negotiations and stability of coalitions in the World Trade Organization,2004.0,Master/Other,,,,,False,
HEI_000383--000008_411209,"Holstenson, Lisa",The Agreed Framework between North Korea and the United States and its implementation during the Clinton administration,2004.0,Master/Other,,,,,False,
HEI_000383--000009_411209,"Viñuales, Jorge Enrique",The UN Secretary-General between law and politics,2004.0,Master/Other,,,,,False,
HEI_000383--000010_411209,"Faccini, Renato",A behavioral approach to test for contagion in the Asian crisis,2004.0,Master/Other,,,,,False,
HEI_000383--000011_411209,"Chow, Wing-hang",Finding the missing link between openness and economic wellbeing,2004.0,Master/Other,,,,,False,
HEI_000384--000001_411209,"Benavente, Daniela",The economics of geographical indications,2004.0,Master/Other,,,,,False,
HEI_000384--000002_411209,"Osorio, Rodrigo",Direct participation in hostilities,2004.0,Master/Other,,,,,False,
HEI_000384--000003_411209,"Valentinaite, Milda",Do Baltic states belong to Euro area ?,2004.0,Master/Other,,,,,False,
HEI_000370--000006_410206,"Fracasso, Andrea",Central bank transparency,2003.0,Master/Other,,,,,False,
HEI_000384--000004_410206,"Anani, Anis",Hamas and Palestinian nationalism,2004.0,Master/Other,,,,,False,
HEI_000384--000005_410206,"Ringo, Marko",The Soviet great purges,2005.0,Master/Other,,,,,False,
HEI_000384--000006_410206,"Afouda, Akiyo Hilaire","Le coton, un enjeu dans les négociations commerciales multilatérales du millénaire",2005.0,Master/Other,,,,,False,
HEI_000384--000007_410206,"Piacentini, Mario",Migration and investment in education in source communities,2005.0,Master/Other,,,,,False,
HEI_000384--000008_410206,"Akaza, Satomi","The trend, policies and determinants of migration in Asian region",2005.0,Master/Other,,,,,False,
HEI_000384--000009_410206,"Kane, El Hadj Oumar",Les confréries au Sénégal,2005.0,Master/Other,,,,,False,
HEI_000384--000010_410206,"Sessa, Maria Antonietta",The Kyoto protocol and the American domestic reaction during the Clinton administration,2005.0,Master/Other,,,,,False,
HEI_000384--000011_410206,"Lazzarini, Cecilia",Freedom of establishment of companies,2005.0,Master/Other,,,,,False,
HEI_000384--000012_410206,"Byrne, Tommy",Les Etats-Unis d'Amérique et leur canal interocéanique,2005.0,Master/Other,,,,,False,
HEI_000384--000013_410206,"Monod, Kelly","Presidential vendettas, Wilson and G.W. Bush",2005.0,Master/Other,,,,,False,
HEI_000370--000007_410206,"Stoicescu, Ruxandra",Romania 1914-2002,2003.0,Master/Other,,,,,False,
HEI_000384--000014_410206,"Atar, Laura Nathanaëlle",Les politiques économiques de la première ère péroniste (1946-1955),2005.0,Master/Other,,,,,False,
HEI_000384--000015_410206,"Nguyen, Ky Phong",L'instrumentalisation de l'action humanitaire en Afghanistan,2005.0,Master/Other,,,,,False,
HEI_000385--000001_410206,"Middleton, Paul",Les Etats-Unis et la neutralité du Laos sous l'administration du président Eisenhower,2005.0,Master/Other,,,,,False,
HEI_000385--000002_411209,"Kapferer, Nils","Considérations sur l'obligation de ""faire respecter"" le droit international humanitaire",2005.0,Master/Other,,,,,False,
HEI_000385--000003_411209,"Suter, Claude",L'évolution de la doctrine militaire américaine entre la première et la seconde guerre du Golfe (1991-2003),2005.0,Master/Other,,,,,False,
HEI_000385--000004_411209,"Messina, Francesca",L'impact du droit international sur les décisions des juridictions nationales annulant les lois d'amnistie en Argentine,2005.0,Master/Other,,,,,False,
HEI_000385--000005_411209,"Wittrock, Yannick",The Bosnia war 1992-1995,2005.0,Master/Other,,,,,False,
HEI_000385--000006_411209,"Bertini Schuldt, Angela",Do states and the United Nations have the obligation to take action in cases of genocide ?,2005.0,Master/Other,,,,,False,
HEI_000385--000007_411209,"Mackie, Lisé M.",Doping and moral panics,2005.0,Master/Other,,,,,False,
HEI_000385--000008_411209,"Fox, Emily",The political role of the International Court of Justice,2005.0,Master/Other,,,,,False,
HEI_000370--000008_410206,"Pizzutelli, Francesca",War crimes against civilians in occupied territories,2003.0,Master/Other,,,,,False,
HEI_000385--000009_411209,"Alexieva, Assia",To go or not to go ?,2005.0,Master/Other,,,,,False,
HEI_000385--000010_411209,"Le Diraison, Fiona",Le Tribunal spécial pour la Sierra Leone,2005.0,Master/Other,,,,,False,
HEI_000385--000011_411209,"Komarova, Sofia",Le débat russe sur les trophées allemands à l'époque Eltsine,2005.0,Master/Other,,,,,False,
HEI_000385--000012_411209,"Faïs, Sylvain",Le vol et l'exportation illicite des biens culturels dans les conventions de l'UNESCO de 1970 et d'Unidroit de 1995,2005.0,Master/Other,,,,,False,
HEI_000385--000013_411209,"Ouedraogo, Awalou",Le Comité contre le terrorisme et la résolution 1373(2001) du Conseil de sécurité des Nations Unies,2005.0,Master/Other,,,,,False,
HEI_000385--000014_411209,"Carasso, Grégoire",La Communauté européenne face au rejet helvétique de l'Espace économique européen et à l'avenir de ses relations avec la Suisse (1992-1993),2005.0,Master/Other,,,,,False,
HEI_000385--000015_411209,"Healy, Michelle","Corporations, legal personality and responsibility",2005.0,Master/Other,,,,,False,
HEI_000385--000016_411209,"Krähenmann, Sandra",The extraterritorial application of human rights treaties,2005.0,Master/Other,,,,,False,
HEI_000386--000001_411209,"Schatz, Gratia",The changing role of gold in the international monetary system in the last 125 years (1889-2005),2005.0,Master/Other,,,,,False,
HEI_000386--000002_411209,"Deonna, Emmanuel",Les origines du Congrès juif mondial et la politique juive en temps de crise,2005.0,Master/Other,,,,,False,
HEI_000370--000009_410206,"Di Nino, Virginia",Protection for sale,2003.0,Master/Other,,,,,False,
HEI_000386--000003_411209,"Lecerf, Mareva",La liberté de religion dans les pays appliquant la Shari'a,2005.0,Master/Other,,,,,False,
HEI_000386--000004_411209,"De Souza, Kevin",Re-thinking disclosure,2005.0,Master/Other,,,,,False,
HEI_000386--000005_411209,"Zani, Laura","Margherita Sarfatti, une vision du monde",2005.0,Master/Other,,,,,False,
HEI_000386--000006_411209,"Crevier, Rana",Islam and democracy,2005.0,Master/Other,,,,,False,
HEI_000386--000007_411209,"Jacopin Akrid, Sophie",La Cour pénale internationale face aux crimes de violences sexuelles commis contre les femmes dans les conflits armés internes,2005.0,Master/Other,,,,,False,
HEI_000386--000008_411209,"Sartoretti, Nadia",Ecrire l'Inde,2005.0,Master/Other,,,,,False,
HEI_000386--000009_411209,"Hirt, François",La crise de l'effondrement de l'état albanais et la question de la prolifération des armes légères,2005.0,Master/Other,,,,,False,
HEI_000386--000010_411209,"Messerli, Thomas",Trade and compensation policy in industrialized small states,2005.0,Master/Other,,,,,False,
HEI_000386--000011_411209,"Machonova Schellongova, Ivana",The right to a remedy for victims of violations of human rights,2005.0,Master/Other,,,,,False,
HEI_000386--000012_AU2AC01037,"Fabre, Magali",Les dérives du droit européen des réfugiés : vers une externalisation du traitement des demandes d'asile hors de l'Union européenne,2005.0,Master/Other,,,,,False,
HEI_000370--000010_410206,"Bourtchouladze, Elena",Finality and annulment of arbitral awards under the Convention on the Settlement of Investment Disputes between States and Nationals of other States,2003.0,Master/Other,,,,,False,
HEI_000386--000013_410301,"Füri, Céline",Les relations civils-militaires en Amérique centrale,2005.0,Master/Other,,,,,False,
HEI_000386--000014_410301,"Mendoza Solorio, Georgina",United States measures to curb irregular migration,2005.0,Master/Other,,,,,False,
HEI_000386--000015_410301,"Butter, Hélène",Framing an expatriate world,2005.0,Master/Other,,,,,False,
HEI_000386--000016_410301,"García, Clara Angélica",Legal consequences and remedies of state sponsored cross border abductions in international law,2005.0,Master/Other,,,,,False,
HEI_000387--000001_410301,"Greiner, Christian",Essai en sociologie financière,2005.0,Master/Other,,,,,False,
HEI_000387--000002_410301,"Namountougou, Matthieu Aldjima",La Banque centrale européenne et la Banque centrale des états de l'Afrique de l'ouest,2005.0,Master/Other,,,,,False,
HEI_000387--000003_410301,"Harrell, Loytavian Telana Monique",The responsibility to protect doctrine and UN transitional authority,2005.0,Master/Other,,,,,False,
HEI_000387--000004_410301,"Olleta, Andrés",International Monetary Fund policies and the principle of non-intervention,2005.0,Master/Other,,,,,False,
HEI_000387--000005_410301,"An, Ning",China in the WTO,2005.0,Master/Other,,,,,False,
HEI_000387--000006_410301,"Peunova, Marina",From political dissent to passive consent,2005.0,Master/Other,,,,,False,
HEI_000370--000011_410206,"Seby, Armelle",Les intellectuels juifs français face à la seconde Intifada et à la recrudescence des actes antijuifs en France,2003.0,Master/Other,,,,,False,
HEI_000387--000007_410301,"Buenrostro Rodríguez, Perla Alhelí",Inducing more compliance in the WTO dispute settlement system,2005.0,Master/Other,,,,,False,
HEI_000387--000008_410301,"Hasan, Sahar",The activities of terrorist groups and state responsibility,2005.0,Master/Other,,,,,False,
HEI_000387--000009_410206,"Wohl, Talia",States of emergency and the applicability of human rights,2005.0,Master/Other,,,,,False,
HEI_000387--000010_410206,"Groza, Irina Cornelia",Terrorism and the use of force,2005.0,Master/Other,,,,,False,
HEI_000387--000011_410206,"Fakiri, Sofia",ESDP and space,2005.0,Master/Other,,,,,False,
HEI_000387--000012_410206,"Seong, Ha Eun Marcellino",National human rights institutions in East Asia,2005.0,Master/Other,,,,,False,
HEI_000387--000013_410206,"D'Orsi, Cristiano",Les solutions choisies par les états d'Afrique sub-saharienne dans l'incorporation de l'article premier de la Convention de l'OUA de 1969 régissant les aspects propres aux problèmes des réfugiés en Afrique dans leurs ordres juridiques internes,2005.0,Master/Other,,,,,False,
HEI_000387--000014_410206,"Yared, Dima",The rights of refugees and internally displaced persons to restitution and compensation of private property,2005.0,Master/Other,,,,,False,
HEI_000388--000001_410206,"De La Rasilla, Ignacio",An introduction to the democratic entitlement of peoples,2005.0,Master/Other,,,,,False,
HEI_000388--000002_410206,"Fülöp, Natalia Loredana",Convention of the safety of United Nations and associated personnel,2005.0,Master/Other,,,,,False,
HEI_000370--000012_410206,"Soares Barbosa Ferraz, Valéria",The principle of abuse of rights and its application in WTO case-law,2003.0,Master/Other,,,,,False,
HEI_000388--000003_410206,"Bucher, Patrick",Willy Brandt's Ostpolitik in a transatlantic perspective,2005.0,Master/Other,,,,,False,
HEI_000388--000004_410206,"Brach, Anna",Duration of international intervention-decision to stay in or to pull out,2005.0,Master/Other,,,,,False,
HEI_000388--000005_410206,"Stocker, James Randall","""The end of containment",2005.0,Master/Other,,,,,False,
HEI_000388--000006_410206,"Picard, Mary",Humanitarian and private security personnel in international armed conflict,2005.0,Master/Other,,,,,False,
HEI_000388--000007_411209,"Manjarin, Raul",Pollution havens,2005.0,Master/Other,,,,,False,
HEI_000388--000008_411209,"Thomas, Melissa Su",Housing protections in armed conflict,2005.0,Master/Other,,,,,False,
HEI_000388--000009_411209,"Flückiger, Silvio",La criminalisation de la torture,2005.0,Master/Other,,,,,False,
HEI_000388--000010_411209,"Bakels, Elisabeth",Inclusive development,2005.0,Master/Other,,,,,False,
HEI_000388--000011_411209,"Labbé, Sabrina",The notion of accountability and international organisations,2005.0,Master/Other,,,,,False,
HEI_000388--000012_411209,"Jaffrey, Laura",Les droits des détenus de Guantanamo Bay en matière d'accès à la justice et de procès équitable,2005.0,Master/Other,,,,,False,
HEI_000370--000013_410206,"Pajon, Céline",Repositionnement du Japon dans l'après guerre-froide ?,2003.0,Master/Other,,,,,False,
HEI_000388--000013_411209,"Boele, Froukje",Corporate accountability under the NAFTA Side Agreement on Labour Cooperation,2005.0,Master/Other,,,,,False,
HEI_000388--000014_411209,"Manoltzas, Filippos",Executive agreements in the US legal esoterica,2005.0,Master/Other,,,,,False,
HEI_000388--000015_411209,"Ouedraogo, Issaka",Nouvelles technologies de l'information et de la communication et droit diplomatique,2005.0,Master/Other,,,,,False,
HEI_000388--000016_411209,"Carrozza, Matteo",The effect of foreign direct investment on growth,2005.0,Master/Other,,,,,False,
HEI_000389--000001_AU2AC01037,"Ahlfors, Thomas Wilhelm",The effect of power on legalization in the creation of a collective security mechanism,2005.0,Master/Other,,,,,False,
HEI_000389--000002_411209,"Marconi, William",La mise en oeuvre des décisions du Conseil de sécurité dans l'ordre juridique interne,2005.0,Master/Other,,,,,False,
HEI_000389--000003_411209,"Correa Haslehurst, Ana Victoria",The European Community and the Central American crisis,2005.0,Master/Other,,,,,False,
HEI_000389--000004_411209,"Ouedraogo, Hervé",Le concept de légitime défense préventive et le droit international,2005.0,Master/Other,,,,,False,
HEI_000389--000005_411209,"Teneva, Mariya",International commercial arbitration,2005.0,Master/Other,,,,,False,
HEI_000389--000006_410206,"Baudot, Amélie Désirée",The language of morality in American politics,2005.0,Master/Other,,,,,False,
HEI_000370--000014_410206,"Roberts, Mark William",The effects of deregulation on the electricity supply industry in the United States,2003.0,Master/Other,,,,,False,
HEI_000389--000007_410206,"Kolatte, Matthieu","State, business, and international relations",2005.0,Master/Other,,,,,False,
HEI_000389--000008_410206,"MacKinnon, Matthew O.",Idealistic irrealism,2005.0,Master/Other,,,,,False,
HEI_000389--000009_410206,"Zellmeyer, Sophie",Mythes et réalités du couple franco-allemand en Europe,2005.0,Master/Other,,,,,False,
HEI_000389--000010_410206,"Srzic, Lana",Critical perspectives on civil society in the context of development,2005.0,Master/Other,,,,,False,
HEI_000389--000011_410206,"Zanellato, Gemma",Women and girls fighters in Sierra Leone,2005.0,Master/Other,,,,,False,
HEI_000389--000012_410206,"Müller, Andreas",The endogeneity of the exchange rate pass-through to monetary/exchange rate policy,2005.0,Master/Other,,,,,False,
HEI_000389--000013_410206,"Powers, Jason Clark",Religious schemata and their influence upon cognitive structure,2005.0,Master/Other,,,,,False,
HEI_000389--000014_410206,"Arnold, Christoph",In-between horizontal and vertical aspects of the multinational firm,2005.0,Master/Other,,,,,False,
HEI_000389--000015_410206,"Zantzas, Dimitrios",Resolving investment disputes - the emergence of the bilateral investment treaties and the interaction between contract and treaty claims under ICSID arbitration,2005.0,Master/Other,,,,,False,
HEI_000390--000001_410206,"Kalas, Patrick P.",Public-Private-Partnerships (PPPs) for water and sanitation service provision-investigating innovative cooperation possibilities between state and non-state actors in the realm of the Millennium Development Goals (MDGs),2005.0,Master/Other,,,,,False,
HEI_000369--000003_410301,"Ragni, Gabriella",Le rôle de la diplomatie du Vatican dans les relations entre le monde occidental et le monde islamique,2003.0,Master/Other,,,,,False,
HEI_000370--000015_410206,"Mahlstein, Kornel",Becoming a member of the European Union,2003.0,Master/Other,,,,,False,
HEI_000390--000002_410206,"Flückiger, Katja",Consociational power-sharing in a (post-)communal-conflict setting,2005.0,Master/Other,,,,,False,
HEI_000390--000003_410206,"Mihaïes, Flavius",The commodity report,2005.0,Master/Other,,,,,False,
HEI_000390--000004_410206,"Ramírez, Cinthya Karina",Exchange rate pass-through and inflation targeting in Latin America,2005.0,Master/Other,,,,,False,
HEI_000390--000005_410206,"Fosenbauer, Pavel",L'établissement de banques étrangères,2005.0,Master/Other,,,,,False,
HEI_000390--000006_410206,"Maystre, Nicolas",The impact of trade liberalization on income distribution,2005.0,Master/Other,,,,,False,
HEI_000390--000007_410206,"Xi, Jing",The impact of human rights on extradition law,2005.0,Master/Other,,,,,False,
HEI_000390--000008_410206,"Sherwood, Russell Thomas","Agriculture, rural reforms and the challenge of inequality in China",2005.0,Master/Other,,,,,False,
HEI_000390--000009_410206,"Guth, Ricardo A.",Are foreign banks from rich countries more trustworthy than banks from poor countries in emerging markets ?,2005.0,Master/Other,,,,,False,
HEI_000390--000010_410206,"Alcántara Palacios, Héctor",The Mexican migration to the United States,2005.0,Master/Other,,,,,False,
HEI_000390--000011_410301,"Morin, Marie-Béatrice",Les barrières de sécurité dans les conflits territoriaux,2005.0,Master/Other,,,,,False,
HEI_000371--000001_410206,"Pomeranz, Dina",Wage differentials between Swiss and foreign workers in Switzerland,2003.0,Master/Other,,,,,False,
HEI_000390--000012_410301,"Holmes, Tamara",What drives regional trade agreements that work ?,2005.0,Master/Other,,,,,False,
HEI_000390--000013_410301,"Saffová, Stanislava",Russia's ratification of the Kyoto Protocol,2005.0,Master/Other,,,,,False,
HEI_000390--000014_410301,"Naessl, Manuela","The impact of competition, privatisation and regulation on efficiency in the Latin American telecom sector",2005.0,Master/Other,,,,,False,
HEI_000390--000015_410301,"Sawanish, Mikiko",Security and development nexus,2005.0,Master/Other,,,,,False,
HEI_000391--000001_411209,"Webster, Bethany",An evolution of bilateral ties,2005.0,Master/Other,,,,,False,
HEI_000391--000002_411209,"Pope, James Zubin",Opposition strategies in authoritarian elections,2005.0,Master/Other,,,,,False,
HEI_000391--000003_411209,"Jevdjenijevic, Hélène",The child's right to education in Latin America,2005.0,Master/Other,,,,,False,
HEI_000391--000004_411209,"Buchmann, Simone Eva",The impact of public opinion on EU enlargement policies,2005.0,Master/Other,,,,,False,
HEI_000391--000005_411209,"Pierola, Martha Denisse",The impact of rules of origin and diagonal cumulation on trade flows between Europe and Latin American countries,2005.0,Master/Other,,,,,False,
HEI_000391--000006_411209,"Baller, Silja Maren",Trade effects of regional TBT liberalization,2005.0,Master/Other,,,,,False,
HEI_000371--000002_410206,"Meuron, Jean-Yves de",Commerce équitable de la banane,2003.0,Master/Other,,,,,False,
HEI_000391--000007_411209,"Bintas, Konstantinos",National treatment in the framework of WTO law,2005.0,Master/Other,,,,,False,
HEI_000391--000008_411209,"Gaulé, Patrick",Patent pooling,2005.0,Master/Other,,,,,False,
HEI_000391--000009_411209,"Outkina, Anastasia",Les ressources naturelles comme source de conflits,2005.0,Master/Other,,,,,False,
HEI_000391--000010_411209,"Pountney, Matthew",Democratisation in an ideological perspective,2005.0,Master/Other,,,,,False,
HEI_000391--000011_411209,"Zhu, Wenbin",Foreign direct investment and Chinese economic growth,2005.0,Master/Other,,,,,False,
HEI_000391--000012_411209,"Storchak, Anton",The determinants of financial stability in the Russian banking system,2005.0,Master/Other,,,,,False,
HEI_000391--000013_411209,"Abbritti, Mirko",Inflation targeting and the exchange rate in Latin America,2005.0,Master/Other,,,,,False,
HEI_000391--000014_410206,"Tovaglieri, Fabrizio",The notion of adjudication and its application to the WTO dispute settlement system,2005.0,Master/Other,,,,,False,
HEI_000391--000015_410206,"Schilling, Tadzio T.J.",German perceptions of revolutionary Russia,2005.0,Master/Other,,,,,False,
HEI_000392--000001_410206,"Léveillé, Nathalie",La nature coutumière du principe de la liberté syndicale,2005.0,Master/Other,,,,,False,
HEI_000371--000003_410206,"Terreault, Manuel",Cooperation in competition policy accross different jurisdictions,2003.0,Master/Other,,,,,False,
HEI_000392--000002_410206,"Sanjines, Javier",An empirical investigation of the US current account and the real exchange rate,2005.0,Master/Other,,,,,False,
HEI_000392--000003_410206,"Takyi-Appiah, Monica",Integration strategies of multinational firms,2005.0,Master/Other,,,,,False,
HEI_000392--000004_410206,"Korka, Diana",Industry localization and trade integration,2005.0,Master/Other,,,,,False,
HEI_000392--000005_410206,"Francioli, Guillaume",The effects of preferential rules of origin in regional trade agreements,2005.0,Master/Other,,,,,False,
HEI_000392--000006_410206,"Atkins, Michael L.",Profits or the poor ?,2005.0,Master/Other,,,,,False,
HEI_000392--000007_410206,"Stefanova, Antonia",Determinants of trade flows in EU candidate countries,2005.0,Master/Other,,,,,False,
HEI_000392--000008_410206,"Venema, Thomas Emmanuel",The privatization of security,2005.0,Master/Other,,,,,False,
HEI_000392--000009_410206,"Benusiglio, Matteo Sam",European countries exports to China,2005.0,Master/Other,,,,,False,
HEI_000392--000010_410206,"Barbelet, Véronique",Societal security versus regime security in the post-colonial Third World,2005.0,Master/Other,,,,,False,
HEI_000392--000011_410206,"Hristov, Danail","The European Union, Bulgaria and its minorities",2005.0,Master/Other,,,,,False,
HEI_000371--000004_411209,"Garcia Nebra, Noelia",Regional economic integration,2003.0,Master/Other,,,,,False,
HEI_000392--000012_410206,"Yamaguchi, Yayoi",Concurrence of individual responsibility and state responsibility for acts constituting crimes under international law,2005.0,Master/Other,,,,,False,
HEI_000392--000013_411209,"Lehmann, Christiane",The immigration policy of the European Union and the United States,2005.0,Master/Other,,,,,False,
HEI_000392--000014_411209,"Pergantis, Vassillis","Towards a ""humanization"" of diplomatic protection and the nationality of claims rule ?",2005.0,Master/Other,,,,,False,
HEI_000392--000015_411209,"Bartholomeusz, Lance",The amicus curiae before international courts and tribunals,2005.0,Master/Other,,,,,False,
HEI_000392--000016_411209,"Milanovic, Ana","Strasbourg, Luxembourg and the protection of human rights",2006.0,Master/Other,,,,,False,
HEI_000393--000001_411209,"Kraav, Kirke",The crime of persecution in international law,2006.0,Master/Other,,,,,False,
HEI_000393--000002_411209,"Munz Shi, Dominique",Internationalisation of legal practices,2006.0,Master/Other,,,,,False,
HEI_000393--000003_411209,"Demaret, Gérald",1940-1944,2006.0,Master/Other,,,,,False,
HEI_000393--000004_411209,"Rieder, Roland",Playing dominoes in Europe,2006.0,Master/Other,,,,,False,
HEI_000393--000005_411209,"Arbour, Sébastien",Joschka Fischer et la guerre du Kosovo,2006.0,Master/Other,,,,,False,
HEI_000371--000005_411209,"Vittori, Massimo",Towards an international harmonisation of database legislation in the digital age,2003.0,Master/Other,,,,,False,
HEI_000393--000006_411209,"Ziherl, Helena",The perception of contemporary Iran through the lenses of US press caricatures,2006.0,Master/Other,,,,,False,
HEI_000393--000007_411209,"Sacchi, Irene",The space policy of the European Union,2006.0,Master/Other,,,,,False,
HEI_000393--000008_410206,"Molina, Ana Cristina",The EU sugar regime and its implications for the sugar market structure,2006.0,Master/Other,,,,,False,
HEI_000393--000009_410206,"Mentha, Roxane",Is there a race to the bottom in labor standards to attract FDI ?,2006.0,Master/Other,,,,,False,
