doc_id,year,author,title,jury_1,jury_2,jury_3,jury_4,jury_5
HEI_000647--000001_411209,1997,,Une guerre dans la guerre,Olivier Lepick,Bruno ARCIDIACONO,Philippe BURRIN,Jean-Louis Gac,conflit Page
HEI_000647--000002_410301,1997,,Environmental labeling programs,Arthur Edmond APPLETON,N È V,Arthur Edmond APPLETON Sur,Georges ABI-SAAB,Mme Laurence BOISSON DE CHAZOURNES
HEI_000647--000003_410301,1997,,China's strategy for the integration of Hong Kong,Jing LI,Lanxin XIANG,Hugh D.R. BAKER,which has led me to accomplishing this work. Contents Page Abbreviations v-vii List of Charts viti List of Diagrams,V Documentation
HEI_000648--000001_410301,1997,,"The politicization of adjustment in Latin America, 1980-87",Rodrigo Alberto Carazo Zeledén,Rodrigo Alberto Carazo,Stuart ROBINSON,Jack Barnouin,Gabriela
HEI_000648--000002_411209,1997,,The inter American security system,Rafael Mariano GROSSI,Rafael M. GROSSI Sur,Bruno ARCIDIACONO,M. Matthew LEITNER,S.E. M. Vincente BERASATEGUI
HEI_000648--000003_411209,1997,,The logic of historical knowledge in images of Africa,Teresa HOEFERT DE TUREGANO,Teresa HOEFERT,David SYLVAN,M. Wlad GODZICH,M. Manthia DIAWARA
HEI_000648--000004_411209,1997,,Italy's Mediterranean policy,ITALYS MEDITERRANEAN,Alberto BIN,N È V E 21,Alberto BIN Sur,Harish KAPUR
HEI_000649--000001_411209,1997,,"Thailand's policy towards cooperation within ASEAN, 1967-1979",2.22 GO Thailands,Nadhavathna KRISHNAMRA,Harish KAPUR,Philippe REGNIER,M. Michael LEIFER
HEI_000649--000003_411209,1998,,Two essays on the macroeconomic stabilization of the Russian Federation,InflatioUf Output and the Exchange Rate,Thierry David BUCHS,HEITtì Two Essays,N È V E,Hans GENBERG
HEI_000649--000004_411209,1998,,The progressive development of the law of the sea concerning fisheries,Jonathan Lucas,MM. Lucius CAFLISCH,Gilbert ETIENNE,M. Tullio TREVES,Università degli Studi di Milano
HEI_000650--000001_411209,1998,,Contrôle et intervention judiciaire étatique sur l'arbitrage commercial international,Yafei ZHANG,Yafei Zhang WHHMWW Ta i,Philippe CAHIER,Jean-Michel JACQUET,M. Wolfgang PETER
HEI_000650--000002_411209,1998,,La procédure dans l'arbitrage interétatique,MM. Lucius CAFLISCH,Philippe CAHIER,Daniel BARDONNET,Paris II,Laurence Boisson de Chazournes
HEI_000650--000003_411209,1998,,The Korean minority in China and its ethnic identity,Woogill Choi,GENÈVe 21,Lanxin XIANG,Thomas HEBERER,Many thanks
HEI_000650--000004_410206,1998,,Dangerous liaisons,Thomas SCHMALBERGER,David J. SYLVAN,M. Hayward R. ALKER,Contents i Contents Page Acknowledgements iii Introduction 1 Chapter I The Study of Threats in International Relations,Developing
HEI_000651--000001_410206,1998,,Classical neutrality in modern Europe,Wolfgang Danspeckgruber,Christian DOMINICE,M. Dusan SIDJANSKI,Polemical,Technology
HEI_000651--000002_411209,1998,,Reluctant Europeans,Copyright,Sieglinde Ursula GSTÖHL,Ursula GSTÖHL Sur,David SYLVAN,M. Cédric DUPONT
HEI_000652--000001_411209,1998,,The adaptation of arms control and disarmament agreements to a changing environment,René Haug,Victor-Yves GHEBALI,M. SveiTe LODGAARD,With Love Page i Table of Contents I. Introduction 1 A. The Objective of the Study 7,Conceptual Framework for the Analysis of Arms Control Treaty Adaptations
HEI_000652--000002_410206,1998,,Forging a Singaporean statehood 1965-1995,Singaporean Statehood,Robin Ramcharan,Harish KAPUR,M. Michael LEIFER,Approach 16
HEI_000652--000003_410206,1998,,"Ennemi invisible, ennemi invincible ?",Nicole,Suzanne Perret Clouquaz,Bruno ARCIDIACONO,Philippe BURRIN,REGEAU Christian
HEI_000652--000004_410206,1998,,United States defence policy in the Indian Ocean under the Carter administration - 1977-1981,Paul Russell GEORGE,MM. Mohammad Reza DJALILI,Curt GASTEYGER,Thomas P. THORNTON,Political Geography
HEI_000654--000001_410301,1998,,"The evolution of Sino-Soviet/Russian relations, 1985-1996",Jianguo AN,Lanxin XIANG,M. Joachim GLAUBITZ,Louis Tsen,Acronyms ii
HEI_000654--000002_410301,1999,,Les études internationales dans la Chine en transition (1978-1998),Tiebing XU,HEIT H,Gilbert ETIENNE,Harish KAPUR,Jean-François BILLETER
HEI_000654--000003_410301,1999,,Essays on money and credit,Vincent LABHARD,Hans GENBERG,Charles WYPLOSZ,Stefan GERLACH,Ben S. Bernanke
HEI_000654--000004_411209,1999,,Swiss-Indian economic relations,Sudarshan SESHANNA,Gilbert ETIENNE,M. Mohaminad- Reza DJALELI,M. Laurent GUYE,Philippe REGNIER
HEI_000655--000001_411209,1999,,La bonne foi en droit international public,SKrx,Robert Kolb,Georges ABI,Peter HAGGENMACHER,M. Bruno
HEI_000655--000002_411209,1999,,Essays in GARCH and regime switching models,André OLIVEIRA SANTOS,André OLIVEIRA,Hans GENBERG,Charles WYPLOSZ,Pierre HILLION
HEI_000655--000003_410301,1999,,Environmental technology and trade,Valérie CHAMBERS,Richard BLACKHURST,Lanxin XIANG,M. Konrad von MOLTKE,Dartmouth College
HEI_000656--000001_410301,1999,,Rivers of the world,Patricia WOUTERS,Patricia WOUTERS Patricia WOUTERS,Georges ABI,Lucius CAFLISCH,M. Stephen McCAFFREY
HEI_000656--000002_410301,1999,,Macroeconomic policies in the European Monetary Union,Xavier Debrun,Xavier DEBRUN Sur,Hans GENBERG,Charles WYPLOSZ,Jürgen von HAGEN
HEI_000656--000003_411209,1999,,The peaceful settlement of international environmental disputes,gwrZyî,Cesare ROMANO,Georges ABI,Lucius CAFLISCH,Pierre-Marie DUPUY
HEI_000657--000001_411209,1999,,Between democracy and nationalism,Jasna DRAGOVIC SOSO,Jasna DRAGOVIC SOSO Sur,Philippe BURRIN,André LIEBICH,M. Stevan K. PAVLOWITCH
HEI_000657--000002_410301,1999,,La pratique française du droit international des droits de l'homme en matière de minorités linguisti,Emmanuel SPIRY,Mme Vera GOWLLAND,Victor-Yves GHEBALI,Daniel DORMO Y,Paul TAVERNIER
HEI_000658--000001_410301,2000,,Transition trajectories,Catherine KuCHTA HELBLING,David SYLVAN,Mme Jennifer MILLIKEN,M. Christopher SABATINI,Washington
HEI_000658--000002_411209,2000,,Between ideal and reality,Stephen KINLOCH,Georges ABI-SAAB,Curt GASTEYGER,Victor-Yves GHEBALI,M. Serge
HEI_000658--000003_411209,2000,,State collapse and the international system,9 Q OJ,Alexandros YANNIS,Ï Ai,Alexandros YANNIS Sur,Mme Vera GOWLLAND
HEI_000659--000001_411209,2000,,Le titre juridique dans le contentieux territorial,Giovanni DISTEFANO,Georges ABI,Peter HAGGENMACHER,Pierre-Marie DUPUY,Marie DUPUY - membre externe
HEI_000659--000002_411209,2000,,A century of international adjudication,Jean ALLAIN,HElTj4  I,MM. Lucius CAFLISCH,Andrew CLAPHAM,Daniel BARDONNET
HEI_000659--000003_411209,2000,,European Monetary Union and macroeconomic stability - a multi country rational expectations approach,Hans GENBERG,Charles WYPLOSZ,M. J.-P. LAFFARGUE,Charles Wyplosz for teaching,Ulrich Camen
HEI_000659--000004_410301,2000,,Religious minorities and new problems in security,Mario APOSTOLOV,Curt Gasteyger,André Liebich,Keith Krause,Stefan Troebst
HEI_000660--000001_410301,2001,,"Viewing Britain, viewing Europe",Helen VJooó,Copyright Helen Wood,Helen Wood,M. Yves Collart,Bruno Arcidiacono
HEI_000660--000002_410301,2001,,"Financial deepening, financial innovations, the SFDM rate, and the conduct of monetary policy in Swi",Thomas HELBLING,Hans GENBERG,Charles WYPLOSZ,M. Harris DELLAS,Thanks must
HEI_000660--000003_411209,2001,,Multivariate GARCH-in-mean and regime switching in intertemporal and international capital asset pri,Lorenzo CAPPIELLO,Multivariate GARCH-in-Mean and Regime Switching,Hans Genberg,Charles Wypiosz,Pierre Million
HEI_000660--000004_411209,2000,,The transfer of dual-use outer space technologies,Curt GASTEYGER,M. Keith KRAUSE,Klaus PSEINER,December,Instantly Murchison
HEI_000661--000001_410206,2001,,Corruption in international trade and commercial arbitration,i t iE,I I B,Abdulhay Sayed,Jean-Michel JACQUET,Georges ABI-SAAB
HEI_000661--000002_410206,2001,,La citoyenneté globale et locale de l'entreprise transnationale,Bertrand LAMON,M. Mohammad-Reza DJALILI,M. Norman SCOTT,Philippe REGNIER,Chargé
HEI_000661--000003_411209,2001,,L'Europe des commissaires,Bertrand ROCHARD,Pierre Du Bois,Philippe Burrin,Etienne DAVIGNON,Président de la Société Générale de Belgique
HEI_000662--000001_411209,2001,,The second wave of regionalism in the Americas,O OJ,Maria Clara Rueda,Richard BALDWIN,Richard BLACKHURST,M. Joseph FRANCOIS
HEI_000662--000002_411209,2001,,Le politiche d'occupazione dell'Italia fascista nei territori dell'Europa mediterranea conquistati d,Davide RODOGNO,Philippe BURRIN,Bruno ARCIDIACONO,Pierre MILZA,Hobsbawm E.
HEI_000662--000003_411209,2001,,"Images de guerre, guerre d'images",Goran JOVANOVIC,M. Yves COLLART,M. Bruno ARCIDIACONO,M. Gilbert RIST,Richard FANTASIA
HEI_000662--000004_411209,2001,,Strengthening the state,Jafar A. HASSAN,D OJ O,Keith KRAUSE,Mme Jennifer MILLIKEN,Steven HEYDEMANN
HEI_000663--000001_411209,2001,,Psychopathologie de la violence,Philippe COTTER,zä I 4,M. Yves COLLART,Michel HAMMER,M. Timothy HARDING
HEI_000663--000002_410206,2001,,A la recherche de la Bosnie-Herzegovine,Dayton,Décembre,Marianne Ducasse-Rogier,HEt7H 62,Peter SCHRUVERS
HEI_000663--000003_410206,2001,,Methods of resolving conflicts between treaties,TREATIES S i- I-,Seyed Ali SADAT-AKHAVl,SeyedAli SADAT-AKHAVI,MM. Lucius CAFLISCH,Peter HAGGENMACHER
HEI_000663--000004_410206,2001,,Peace enforcement,Glenn Steven MCDONALD,Glenn S. McDONALD,Georges ABI-SAAB,Victor-Yves GHEBALI,Mme Vera GOWLLAND
HEI_000664--000001_410206,2001,,The changing pattern of religion in today's Turkey,M. Urs LUTERBACHER,M. Serdar GUNER,Islamic,Ataturk,Islamists
HEI_000664--000002_410301,2001,,The emerging development policy formation equation,Jo Anne Murphy,Victor-Yves GHEBALl,Mme Vera GOWLLAND,Alain DICK,Study Design
HEI_000664--000003_410301,2001,,Sous le signe de Sisyphe,Emeric Rogier,Emeric ROGIER Sur,Victor-Yves GHEBALI,Georges ABI-SAAB,Michel ROUX
HEI_000665--000001_410301,2002,,Predictability and flexibility in the law of maritime delimitation,TANAKA Yoshifumi,M. Lucius CAFLI5CH,Acknowledgments Above,Equally I would,TANAKA Yoshifumi i Table of Contents Chapter 1
HEI_000665--000002_411209,2002,,Le règlement des différends entre états en matière de propriété intellectuelle,Olivier Cattaneo,MM. Ernst-Ulrich PETERSMANN,Jean-Michel JACQUET,M. Thomas COTTIER,Fellow
HEI_000665--000003_411209,2002,,Preuve et procédure devant les juridictions pénales internationales,Anne-Marie La Rosa,Anne-Marie,M. Lucius CAFLISCH,Georges ABI-SAAB,M. Luigi CONDORELLI
HEI_000665--000004_411209,2002,,"Trade, integration, and growth",Elena Seghezza,Richard BALDWIN,Philippe MARTIN,Gianni Acknowledgements I,Heckscher-Ohlin
HEI_000666--000001_411209,2002,,East Timor and international law,Patricia GALVÄO TELES,Patricia GALVAÖ TELES Sur,Georges ABI-SAAB,M. Marcelo KOHEN,M. Bruno
HEI_000666--000002_410206,2002,,Elaboration internationale du droit des peuples autochtones,H t lUHEI-Geneve IVERSITE,Sébastien SIGOUIN,Vera GOWLLAND,M. Andrew CLAPHAM,William A. SCHABAS
HEI_000666--000003_410206,2002,,"L""'actio popularis"" ou la défense de l'intérêt collectif devant les juridictions internationales",François VOEFFRAY,Georges ABI-SAAB,M. Lucius CAFLISCH,M. Luigi CONDORELLI,A. Machado
HEI_000666--000004_410206,2002,,Continuos-time [sic] models of exchange rate determination and endogenous growth,r----- Prèseïïtée,Dôcteür,Daniela Federici,Hans Genberg,M. Giancarlo Gandolfo
HEI_000666--000005_410206,2002,,Educating to assimilate,Japanese Educational Policies in Wartime Korea,Akiko TANAKA ONO,Lanxin XIANG,Jürgen OSTERHAMMEL,Acknowledgments I would
HEI_000667--000001_411209,2002,,Border spillover,Pablo Gabriel DREYFUS,Phil WILLIAMS,Orlando Piazzetta In memoriam vii ACKNOWLEDGEMENTS Research for this,They,Keith Krause
HEI_000667--000002_411209,2002,,The battle of the single European market,Gilles GRIN,j - H,Pierre DU BOIS,Alfonso MATTERÀ,Jean Monnet
HEI_000667--000003_411209,2002,,Analyse empirique de la politique monétaire à l'aide de modèles (B)(S)VAR,Jean-Marc NATAL,HEtTH G3S,Eveline Ruoss,Michel Peytrignet,Mme Papadopoulos
HEI_000667--000004_410301,2002,,"Three essays on the interaction among openness to trade, economic growth, industrial location and re",Economic Growth,Richard BALDWIN,Hans GENBERG,Thierry VERDIER,Ingénieur
HEI_000668--000001_410301,2002,,Les français face à la réunification allemande,Marie-Noëlle BRAND,i Marie-Noëlle BRAND J,Philippe BURRIN,Pierre Du Bois,M. Jean-Paul BLED
HEI_000668--000002_410301,2002,,German far right ideology in the decade of German unification,Christina Margaret Schori,Christina Margaret,Christina LIANG,Philippe BURRIN,André LIEBICH
HEI_000668--000003_410301,2002,,Les relations franco-québécoises de De Gaulle à François Mitterrand,A. H,i U.S,Frédéric BASTIEN,Philippe BURRIN,Pierre Du Bois
HEI_000668--000004_410301,2002,,The Cambodian peace talks 1986-1991,Gudrun Beger,Victor-Yves GHEBALI,Lanxin XIANG,Peter CAREY,Laithwaite Fellow and Tutor in Modem History
HEI_000670--000001_411209,2002,,La stratégie d'internationalisation de l'audience politique du Saint-Siège entre 1870 et 1921,Laurent KOELLIKER,Bruno ARCIDIACONO,Philippe BURRIN,Philippe BOUTRY,Ecole de
HEI_000670--000002_411209,2002,,The new political economy of trade,Urs LUTERBACHER,Richard BLACKHURST,M. Duncan SNIDAL,Président,Acknowledgements Working with my supervisor Urs Luterbacher
HEI_000670--000003_410301,2002,,Disarmament and development,Michael Andrew Patrick TAYLOR,Harish KAPUR,M. Norman SCOTT,Fred Tanner,Président
HEI_000670--000004_410301,2002,,"An empirical study of a conditional international asset pricing model for US, Japanese, and European",OJ CM O O CO O O,Tom Arild FEARNLEY,Hans GENBERG,Charles WYPLOSZ,M. Dusan ISAKOV
HEI_000670--000005_410301,2003,,L'exception du domaine réservé dans la procédure de la Cour internationale,Pierre Celestin ULIMUBENSHI,Pétude,Pierre Célestin ULIMUBENSHI,M. Lucius CAFLISCH,Georges ABI-SAAB
HEI_000671--000001_410301,2003,,The fortress walls,Derek LUTTERBECK,Keith KRAUSE,Mme Jennifer MILLIKEN,Michael C. WILLIAMS,Président
HEI_000671--000002_410301,2003,,Tax competition and public debt asymmetries in the European Union,Signe KROGSTRUP,G S I,Charles WYPLOSZ,Richard BALDWIN,Hans GENBERG
HEI_000671--000003_411209,2003,,The child's right to basic education in Africa,Katrien BEECKMAN,Katrien,Andrew CLAPHAM,Andrea BIANCHI,Mme Katarina TOMASEVSKI
HEI_000671--000004_411209,2003,,Dynamic models of the real estate market in a dependent economy,Nicolas Guigas,Charles WYPLOSZ,Hans GENBERG,M. Harris DELLAS,Président
HEI_000671--000005_411209,2003,,Une négociation en eaux troubles,Marwa DAOUDY,Urs LUTERBACHER,Mme Laurence BOISSON DE CHAZOURNES,Président,Albert Gallatin de la
HEI_000671--000006_411209,2003,,Towards a comprehensive redress regime for victims of crimes under international law,Andrew CLAPHAM,Mme Vera,Theo van BOVEN,Président,Victim Protection Act
HEI_000672--000001_411209,2003,,The object of design,M. Cédric DUPONT,Charles WYPLOSZ,M. Duncan SNIDAI,Président,Artifacts III
HEI_000672--000002_411209,2003,,"The United States, European Union and the development of cooperation in competition policy",Tuomas TAPIO,David SYLVAN,M. Cédric DUPONT,M. Duncan SNIDAL,Président
HEI_000672--000003_411209,2003,,Shaped by the market ?,Anna KHAKEE,Mme Jennifer MILLIKEN,M. André LIEBICH,M. Laszlo BRUSZT,Political Science Department
HEI_000672--000004_411209,2003,,L'émergence de la communauté internationale dans la responsabilité des états,Santiago Martin VILLALPANDO,Chapitre II,Chapitre III,Willem Riphagen,Gaetano Arangio-Ruiz
HEI_000673--000001_410206,2003,,Dimensions politiques locales de l'assistance humanitaire,M. Mohammad-Reza DJALILI,Victor-Yves GHEBALI,Riccardo BOCCO,Président,History within History
HEI_000673--000002_410206,2003,,Central Bank accountability,J r.1,L -ÿî t,Charles WYPLOSZ,Alexandre SWOBODA,M. Roel BEETSMA
HEI_000673--000003_410206,2003,,Les effets secondaires des sanctions non militaires des Nations Unies,sIDRAZANARIVELO Djacoba Andry Solofonirina Liva,Djacoba Andry Solofonirina Liva,Georges ABI-SAAB,Mme Vera GOWLLAND,M. Linos-Alexandre SICILIANOS
HEI_000673--000004_410206,2003,,Labour markets in Central Europe,Policy Choices,Valérie ROUXEL-LAXTON,Charles WYPLOSZ,Slobodan DJAJIC,Yves Flückiger
HEI_000673--000005_410301,2004,,L'évolution de la notion de sécurité au Mexique,Diego CARDONA,Curt GASTEYGER,M. Keith KRAUSE,Hubert GOURDON,iii X A
HEI_000674--000001_410301,2004,,Délimitation maritime sur la côte atlantique africaine,Maurice KENGNE KAMGA 9 Lauréat,Hamilton Shirley Amerasinghe,Maurice KENGNE KAMGA Sur,M. Lucius CAFLISCH,Georges ABI-SAAB
HEI_000674--000002_410301,2004,,Interaction between international instruments on women's human rights and Islam,Ekaterina YAHŸAOUI-KRIVENKO,Ekaterina YAHYAOUI-KRIVENKO,I p. Ekaterina YAHYAOUI KRIVEWKO Sur,Andrew CLAPHAM,Mme Vera GOWLLAND
HEI_000674--000003_410301,2004,,The legality of landmines under international law,Barbara Gautam-Ott,MM. Lucius CAFLISCH,Marcelo KOHEN,Jozef GOLDBLAT,Drafting History
HEI_000674--000004_411209,2004,,La notion d'organe subsidiaire dans la constitution des organisations internationales,Mouhaman Dahirou DAMBABA,Georges ABI-SAAB,Mme Vera GOWLLAND-DEBBAS,Mme Laurence BOISSON DE CHAZOURNES,Vera GOWLLAND-DEBBAS
HEI_000674--000005_411209,2004,,Ordre public et arbitrage international à l'épreuve de la mondialisation,EPREUVE DE,Georges ABI-SAAB,Jean-Michel JACQUET,Philippe LEBOULANGER,Avocat
HEI_000675--000001_411209,2004,,East German China policy in the face of the Sino-Soviet conflict,Nicole Françoise STUBER-BERRIES,Lanxin XIANG,André Liebìch,M. Jürgen OSTERHAMMEL,East German
HEI_000675--000002_410301,2004,,La voie vers Oslo,Pascal DE CROUSAZ,ïÜ fe,Éÿ-W.,Pascal,M. Mohammad-Reza DJALILI
HEI_000675--000003_410301,2004,,"The IMF, the World Bank Group and the question of human rights",Bahram GHAZi SHARIAT PANAHI,Andrew CLAPHAM,Jean-Pierre LAVIEC,Chargé,Mme Laurence BOISSON DE CHAZOURNES
HEI_000675--000004_410301,2004,,Encounter in bio-complexity,Frédérique SANTERRE SALÉRIO,M. Cédric DUPONT,M Graham DUTFIELD,Queen Mary Intellectual Property,Quenn Mary
HEI_000676--000001_410206,2004,,"Three essays on contagious financial crises, financial markets, and exchange rates regimes",Sébastien WÄLTI,Charles WYPLOSZ,Hans GENBERG,Roberto RIGOBON,Sloan School of Management
HEI_000676--000002_410206,2004,,The impact of the 1985-2000 trade and investment liberalisation on labour conditions in Mexico,Gloria Moreno-Fontes Chammartin,MEXIQUE,Richard Blackhurst,Pierre Du Bois,Claude Auroi
HEI_000676--000003_410206,2004,,Bad press,Derek MILLER,Keith KRAUSE,M. Cédric DUPONT,Steven LIVINGSTON,Elliot School of International Affairs
HEI_000676--000004_410206,2004,,Conflict prevention by the OSCE High Commissioner on National Minorities,Olivier BRENNINKMEIJER,Victor-Yves GHEBALI,Mohammad- Reza DJALILI,Georges ABI-SAAB,Wolfgang ZELLNER
HEI_000677--000001_411209,2004,,"Les sociétés allemande et française face à l'immigration, 1945-1974",Nadia BOEHLEN,Nadia Boehlen Nadia BOEHLEN,Philippe BURRIN,André LIEBICH,Patrick WEIL
HEI_000677--000002_411209,2004,,Les unions monétaires en droit international,Moustapha Lô DIATTA,M. Lucius CAFLISCH,Jean-Pierre LAVIEC,Chargé,Mme Geneviève BURDEAU
HEI_000677--000003_411209,2004,,International financial integration in developing countries,Gero JUNG,Hans GENBERG,Charles WYPLOSZ,M. Didier COSSI N,Thesis Abstract This
HEI_000677--000004_411209,2006,,The military occupation of Iran and its aftermath,Touran AZIM-RAIYAT,MM. Urs LUTERBACHER,M. Serdar GÜNER,Maliheh Azim-Raiyat,Russian
HEI_000677--000005_411209,2004,,"Monetary union, exchange rate variability and trade",Richard BALDWIN,Hans GENBERG,M. Eederico TRIO NE ETTI,Philippe MARTIN,Exchange Rate Volatility
HEI_000677--000006_410301,2005,,Whispering to the prince,Kai Michael KENKEL,Kai Michael KENKEL IVERSITE,Academic,Kai Michael KENKEL Sur,Victor-Yves GHEBALI
HEI_000678--000001_410301,2005,,Tariff policy in the least developed countries,Over Time Changes and Effect,Lisa Borgatti,Richard BALDWIN,Slobodan DJAJIC,M. Olivier CADOT
HEI_000678--000002_410301,2005,,"Direct sovereign risk, indirect sovereign risk and currency risk",Marcel PETER,V -.,777iK14,t Isi-âzvf-,Hans GENBERG
HEI_000678--000003_410301,2005,,Issues of monetary policy cooperation and simple monetary policy rules in a two-country model,Albi Tola,Hans GENBERG,Charles WYPLOSZ,M. Harris Dellas,More specifically
HEI_000678--000004_410301,2004,,La rupture du contrat international,Simon HOTTE,Jean-Michel JACQUET,Peter HAGGENMACHER,Vincent COUSSIRAT-COUSTERE,Eric KERCKHOVE
HEI_000678--000005_410206,2005,,"Risk, law and international cooperation",Ekaterini TSOTROUDI,Georges ABI-SAAB,Jean-Pierre LAVIEC,Chargé,Mme Geneviève BASTID-BURDEAU
HEI_000679--000001_410206,2004,,La République populaire de Chine et l'Asie centrale post-soviétique,Thierry KELLNER,Thierry KELLNER Sur,M. Mohammad-Reza DJALILI,Michel HAMMER,Chargé
HEI_000679--000002_410301,2005,,"Actualités télévisées, source de l'histoire",Actualités,M. Yves COLLART,MM. Bruno ARCIDIACONO,Mohammad-Reza DJALILI,Daniel CORNU
HEI_000679--000003_410301,2005,,La France au sein de la triple entente,Yves AEBI,i z. _S,Bruno ARCIDIACONO,André LIEBICH,M. Youssef CASSIS
HEI_000680--000001_410301,2005,,Economic reforms in the wake of financial globalization,O Kamil Alphonce KOMBE,Hans GENBERG,Charles WYPLOSZ,M. Ulrich,Dynamic Structural VAR to examine
HEI_000680--000002_410301,2005,,Some variations on the forward looking Phillips curve,Alleen GOSSEUN-LOTZ,Charles WYPLOSZ,Alexandre SWOBODA,M. José David LOPEZ-SALIDO,Remerciements
HEI_000680--000003_410301,2005,,"Growth, income distribution and poverty trends",Jennifer BLANKE,Case,Richard BALDWIN,M. Federico TRIONFETTI,M. Xavier SALA-I-MARTIN
HEI_000680--000004_410206,2005,,Some implications of the asymmetry of information in macroeconomics,Pierre GOSSELIN,Pierre GOSSELIN j Sur,Charles WYPLOSZ,Thierry VERDIER,M. Seppo HONKAPOHJA
HEI_000680--000005_410206,2005,,New aspects of new economic geography and public policy,Toshihiro OKUBO,H2M1V31,STO-,MûT-HÈÛUÊ Câiè,Richard BALDWIN
HEI_000680--000006_410206,2005,,The legal practice of the recovery of state external debts,Gustavo Adolfo OLIVARES MARCOS,Gustavo Adolfo OLIVARES MARCOS UNIVERSITE,V Gustavo OLIVARES,MM. Marcelo KOHEN,Jean-Michel JACQUET
HEI_000680--000007_410206,2005,,Hegemonic prerogative and change in the peacekeeping regime,Michael Gregory MACKINNON,Michael Gregory MACKINNON MacKinnon,Acknowledgments,Bibliography,Victor-Yves G H EBALI
HEI_000681--000001_410206,2005,,Water nationalism,Water,Muhammad Sbeih,Fadi Kawash,Amman al- Duslur,Isaac
HEI_000681--000002_410301,2005,,Economic transition and development in Mongolia,Ramin GRANE AR,MM. Henryk KIERZKOWSKI,Slobodan DJAJIC,Philippe REGNIER,Tradeoffs
HEI_000681--000003_410301,2005,,In search of an elusive monetary policy rule for Switzerland,Hans GENBERG,Charles WYPLOSZ,Peter KUGLER,Wirtschaftswissenschaftliches Zentrum,Unit Root
HEI_000681--000004_410301,2005,,La mésentente apprivoisée,Pierre DU BOIS,Bruno ARCIDIACONO,Jean-Paul BLED,Jacques BARIETY,Mme Marie-Thérèse BITSCH
HEI_000681--000005_410301,2006,,State succession to rights and obligations arising from the commission of internationally wrongful a,Patrick DUMBERRY,M. Marcelo KOHEN,Mme Brigitte STERN,M. Jean SALMON,Boer Republic of South Africa
HEI_000682--000001_410206,2006,,"Civil society, participatory governance and socially sustainable development",Konstantinos PAPADAKIS,MM. Marcelo KOHEN,Gopalan BALACHANDRAN,M. Lucio BACCARO,Acknowledgements I would
HEI_000682--000002_410206,2006,,L'articulation entre tribunaux pénaux internationaux et juridictions nationales,D Frédéric MEGRET,Frédéric Mégret,Frédéric MEGRET,Andrew CLAPHAM,Mme Vera GOWLLAND
HEI_000682--000003_410206,2006,,Le principe de distinction dans la conduite des hostilités,Jean-François QUÉGUINER,VUXS,Georges ABI,Christian DOMINICE,Mme Laurence BOISSON
IHEID_000934--000007_410206,2013,,The principle of universal jurisdiction,Luis Angel BENAVIDES,Georges ABI-SAAB,Christian TOMUSCHAT,Daniel and Sara,Jurisdictio Continuum
HEI_000683--000001_410301,2006,,The crime of aggression and the International Criminal Court,Oscar SOLERA,Andrew CLAPHAM,Mme Vera GOWLLAND,Mme Elizabeth ODIO BENITO,Benjamin Ferencz
HEI_000683--000002_410301,2006,,The WTO legal system and international human rights,Carlos Justino,Martin,Christopher McCrudden,Andrew CLAPHAM,Mme Gabrielle MARCEAU
HEI_000683--000003_410301,2006,,Small arms control,Denise GARCIA,Cédric DUPONT,Robert,ROTBERG,Creating
HEI_000683--000004_410206,2006,,Les relations politiques entre la Communauté européenne/l'Union européenne et la Chine (1989-2005),Laxiang ZHENG,Pierre DU BOIS,Andrew CLAPHAM,Mme Marie-Thérèse BITSCH,Robert Schuman
HEI_000684--000001_410206,2006,,Les clauses de sécurité nationale dans les traités de droit international,Vanessa PEIDRO CID,Vanessa PEIDRO CID Sur,Andrew CLAPHAM,Mme Vera GOWLLAND,Pierre KLEIN
HEI_000684--000002_410206,2006,,Democratic civilian control of armed forces in the post-Cold-War era,Alexandre,Pierre DU BOIS,Jussi HAHNIMAKI,M. Wilhelm Nikolai GERMANN,Former Senior Fellow
HEI_000684--000003_410206,2006,,La politique méditerranéenne de l'Union européenne (1957-2005),Christophe BERDAT,êrdûES INTERNATIÛNAl,Pierre DU BOIS,Mohammad- Reza DJALILI,Mme Marie-Thérése BITSCH
HEI_000684--000004_410206,2006,,"Nationalism, neo-imperialism or state collapse ?",M. Mohammad-Reza DJALILI,Andre LIEBICH,M. Ronald Grigor SUNY,Western Rhetoric 31 From Nationalism Paradigm to Geopolitics 34 State,Abkhaz Claims to History
HEI_000685--000001_410206,2006,,"Les festivals internationaux de films, champs de geostratégie culturelle ?",Jasmine CHAMPENOIS,M. Mohammad-Reza DJALILI,M. Jussi HANHIMÄKI,Mme Fabienne REGARD,Expert
HEI_000685--000002_410206,2006,,Multinationals and trade,Theresa Tracey Helen Carpenter,Richard BALDWIN,Francis Bacon,Without,Tony Venables
HEI_000685--000003_410301,2006,,"""Austria delenda est""",Christine ALVES DE SOUZA - DAGRAIVES,Christine Alves de Souza- dAgraives r-Wr,Philippe BURRIN,Pierre DU BOIS,Georges-Henri SOUTOU
HEI_000685--000004_410301,2006,,"Three essays on development, institutions and WTO accession",Sudip Ranjan BASU,ìNo U,John D.-A. CUDDY,Richard BALDWIN,Lawrence R. KLEIN
