doc_id,year,author,title,jury_1,jury_2,jury_3,jury_4,jury_5
HEI_000558--000005_411209,1973,,Face au blocus,Jacques Freymond,Jean Siotis,Jean Pictet,Joint Church Aid,Lagos Ministère
HEI_000558--000006_411209,1974,,"Le Troisième Reich et la Suisse, 1933-1941",DANIEL BOURGEOIS,Abaohrift A AuaAbw,Tprtraganotlg,Betr,Dein Berra
HEI_000559--000001_411209,1974,,L'image de l'Anglais en France pendant les querelles coloniales,ANDRIS BARBLAN,Herbert Lang Berne Peter Lang FrancfortM.,R amoschG,Herbert Lang Berne Peter Lang Francfort,Jacques FREY- MOND
HEI_000559--000002_411209,1974,,"Le mouvement ""Esprit"" 1932-1941",PIERRE DE SENARCLENS,Jacques Freymond,lUni-,Saul Friedländer,M. Miklos Molnar
HEI_000559--000003_411209,1978,,Trade control in East Europe,Hygiène,Harriet MATEJKA,Jacques LHuillier,Jan Tumiir,iNSTlTUi UNIVEKSiTA
HEI_000559--000004_411209,1975,,La convention No 100 sur l'égalité de rémunération,Melitta BUDINER,Michel Virally,Mme Denise,Nicolas Valticos,Paul Guggenheim
HEI_000559--000005_410206,1974,,L'entreprise et les groupes de sociétés en droit européen de la concurrence,C S. A. LIBRAIRIE,Pierre Lalive,Alain Hirsch,M. Walter Schluep,Henri Schwamm
HEI_000559--000006_410206,1980,,Egypt and the United States,Jacques Freymond,Georges Abi-Saab,Fairleigh,Dicfeitison Rutherford,Madison
HEI_000560--000001_410206,1975,,Afro-Asian non-alignment in the contemporary international system,HElFfr,Bahgat KORANY,Jacques F REYMOND,Jean SIOTIS,Jacques FREYMOND
HEI_000560--000002_410206,1975,,Arms control and international politics,HEir.f4 2AO1 SIBIL,MARIE LEVINSON,Louis J. HALLE,Curt GASTEYGER,M. Urs SCHWARZ
HEI_000560--000003_410206,1976,,La presse et l'opinion de la Suisse romande face à la guerre européenne et à ses répercussions en Su,Jacques MEURANT,a Iw iitt,iw.. U hwe,Lu Premier,It Wtlnlmstrtse
HEI_000560--000004_410301,1975,,La nouvelle agriculture cubaine,cu c Q,Claude AUROI de Orvin,Gilbert Etienne,M. Norman Scott,M. Gilbert Blardone
HEI_000561--000001_410301,1976,,Das Bild Schwarz-Afrikas in der öffentlichen Meinung der Bundesrepublik Deutschland (1949-1972),Jacques FREYMOND,Mme Marlis STEINERT,M. Roy PREISWERK,Franz Ansprenger EINLEITUNG,I. Theorie
HEI_000561--000002_410301,1976,,"Foreign assistance and the East African Common Services during the 1960s, with special reference to ",LU O,DOMENICO MAZZEO,Georges ABI-SAAB,Gilbert ETIENNE,Roy PREISWERK
HEI_000561--000003_410301,1977,,"La politique allemande au Moyen-Orient, 1919-1939",Antoine FLEURY,Jacques F REYMOND,Jacques FREYMOND,Marlis Steinert,MM. Sasse
HEI_000561--000004_410301,1977,,La politique commerciale commune de la CEE et les pays de l'Europe de l'Est,Etablissements Emile Bruylant,Jean Siotis,M. Norman Scott,M. Zbignew ELamecki,Jacques Frbymond
HEI_000561--000005_410301,1978,,Le mécanisme de la prise des décisions communautaires en matière de relations internationales,JÛtWZAb,Etablissements Emile Bruylant,M. Dusan Sidjanski,Philippe Cahier,Jean Siotis
HEI_000561--000006_410301,1975,,Aspects juridiques de la radiodiffusion par satellite,Jean-Bemard Münch Aspects,Herbert Lang Berne Peter Lang FrancfortM.,Michel VIRALLY,Mme Denise,Georges STRASCHNOV
HEI_000562--000001_410301,1976,,African cultural identity and international relations,CJ N. li,Jacques FREYMOND,M. Roy PREISWERK,M. Ofori AKYEA,Pierre BUNGENER
HEI_000562--000002_410301,1980,,La coopération technique multilatérale et le changement politique,PaulT-Normand Dussault,Paul N. Dussault,Bêdard Hull,Michel VIRALLY,Georges ABl
HEI_000562--000003_411209,1976,,The Treaty on the non-proliferation of nuclear weapons,Mohamed Ibrahim SHAKER,Jacques FREYMOND,Louis J. HALLE,M. Urs SCHWARZ,iNSilTUÎ UNIVchSHAIRE
HEI_000562--000004_411209,1977,,La contribution du concept de système à l'étude des relations internationales,PHILIPPE BRAILLARD,Etablissements Emile Bruylant,Jacques Fbeymond,Saul Friedländer,Jean SiOTis
HEI_000562--000005_411209,1975,,Monnaie et politique monétaire en économie ouverte,Jean-Pierre Roth de Saxon,Herbert Lang Berne Peter Lang FrancfortM.,Jean-Pierre Roth Monnaie,Herbert Lang Berne Peter Lang Francfort,Jacques LHUILLIER
HEI_000563--000001_411209,1976,,L'interdiction de la discrimination dans le droit international des droits de l'homme,C Q O m co co Cd Cd O X O H,Marc,Etablissements Emile Bruylant,Jói.ì,Michel VIRALLY
HEI_000563--000002_411209,1979,,Economic growth and foreign trade,Palachuvattumalayil John Simon,Alexandre SWOBODA,Gilbert ETIENNE,M. Norman SCOTT,More particularly
HEI_000563--000003_410206,1976,,Der Beitrag neutraler Staaten zur Friedenssicherung,Jacques Freymond,Mme Denise,Curt Gasteyger,M. Urs Schwarz,A.lexandre Die Neutralität
HEI_000563--000004_410206,1976,,Living with guerrilla,U c O,Legal Problem and,Political Fact,Edward KOSSOY,Jacques FREIMOUD
HEI_000563--000005_410206,1978,,American foreign policy in Greece 1944/1949,Michael Mark Amen,Jacques FREYMOND,Mme Marlis STEINERT,Jean SIOTIS,Werner LINK
HEI_000563--000006_410206,1981,,Cuba and the superpower environment,Frank TAYLOR Trinité,Frank TAYLOR,Jacques FREYMOND,MM. Roy PREISWERK,Harish KAPUR
HEI_000564--000001_410301,1977,,Der Ethnozentrismus und das Schwarzafrikabild,Analyse des Schwarzafrikabildes in drei grossen,europäischen Tageszeitungen,Jean-François Bürki,Jacques FREYMOND,Mme Marlis STEINERT
HEI_000564--000002_410301,1977,,Release and repatriation of prisoners of war at the end of active hostilities,CM CO O X 1 B,CHRISTIANE SHIELDS,CHRISTIANE Sim,Jacques Freymond,Mmes Denise Bindschedler
HEI_000564--000003_410301,1977,,Jeu politique et rationalité,PETER LANG Berne,Charles ROIG,Jean SIOTIS,John GOORMAGHTIGH,Herbert Lang  Cie
HEI_000564--000004_410301,1981,,Midocean archipelagos and international law,Pancuta Group,Pt- Matanna,BAX Marutf ai PaW,Itland Bey,ITnationalIll
HEI_000564--000005_410301,1978,,Image du Tiers Monde et conceptions du développement,Jacques F REYMOND,MM. Gilbert ETIENNE,Roy PREISWERK,M. Johan GALTUNG,Christian LALI VE dEPINAY
HEI_000564--000006_410301,1978,,East-West trade and the GATT system,Maciej Kostecki Pologne,Maciej Kos,Gerard CURZON,Jean SIOTIS,Mme Harriet MATEJKA
HEI_000564--000007_410301,1978,,The exclusive economic zone,Winston Conrad EXTAVOUR,Georges ABI,Lucius CAFLISCH,Jean MONNIER,Jacques FREYMOND
HEI_000565--000001_411209,1979,,L'Islam et la morale internationale,CM CD C,F-750I4 PARIS i,Jacques FREYMOND,Georges ABI-SAAB,HAUTES ÉTm-3
HEI_000565--000002_411209,1978,,Flexible exchange rates and international trade,JOSEF HUNKELER,M. Alexandre SWOBODA,Jean-Christian LAMBELET,Hans GENBERG,Peter Lang SA
HEI_000565--000003_411209,1978,,Inflation and devaluation in less developed countries,JYENANH NGA,Hans GENBERG,Cyrus SASSANPOUR,He has trusted,even though I
HEI_000565--000004_411209,2002,,Component units of Federal States and international agreements,Luigi Di Marzo,MM. Lucius CAFLISCH,Philippe CAHIER,Jacques FREYMOND,M. Luzius WILDHABER
HEI_000565--000005_411209,1979,,Czechoslovakia between East and West,PETER HRUBY,Jacques FREYMOND,Rudolf BYSTRICKY,Harish KAPUR,U È Q U
HEI_000565--000006_410206,1978,,The United Nations Disaster Relief Office,Thomas Stephens,U. S. A.,Georges ABI,Jean SIOTIS,M. Lincoln BLOOMFIELD
HEI_000566--000001_410206,1979,,L'estoppel en droit international public,Antoine MARTIN,Léditeur,Antoine MART IN,Christian Dominicé,Michel Virally
HEI_000566--000002_410206,1978,,Transfer of technology and the process of integration of Malta in the internationalization of produc,John Carmel Grech,Gerard CURZON,MM. Henryk,Alan I. RAPOPORT,M.Peter OBRIEN
HEI_000566--000003_410206,1979,,Environmental cooperation among industrialized countries,Nancy K. Hetzel,Georges ABI-SAAB,Jean SIOTIS,Michel VIRALLY,They
HEI_000566--000004_410206,1979,,Factors in the formulation of commercial policies in a developing African economy,ISAAC KWEKU,H È Q U,Jacques LHUILLIER,Gérard CURZON,M. Erlin YPAN
HEI_000566--000005_410206,1979,,"Inflation, money and the balance of payments in El Salvador",Luis DE SEBASTIÄN,Luis,Jacques LHUILLIER,Hans GENBERG,MM. Henryk
HEI_000567--000001_411209,1978,,Le secteur rural et le développement économique,H fei,Esfandiar RACHIDZADEH Teheran,Esfandiar RACHIDZA DEH Teheran,Jacques FREYMOND,Gilbert ETIENNE
HEI_000567--000002_411209,1979,,The monetary theory of flexible exchange rates,Internationales Ihèse,Microeconomic Underpinning and Empirical Study,Microeconomic Underpinning and Empirical Study The Monetary Theory of Flexible Exchange Rates,In-su Kim,Alexandre SWOBODA
HEI_000567--000003_411209,1980,,Voisinage et bon voisinage en droit international,c Q O iÜ 14 e I Sé,Georges Abi-Saab,Philippe Cahier,Jacques Freymond,Michel Virally
HEI_000567--000004_411209,1980,,La fondation du Royaume d'Arabie Saoudite,O I 55-- o,Abdul Aziz Ibn,Yves Besson,Abdul Rahman Al Saûd EDITIONS DES TROIS,Christian DOMINICÉ
HEI_000567--000005_411209,1980,,Grotius et la doctrine de la guerre juste,Peter Haggenmacher,Christian DOMINICE,M. Alfred DUFOUR,Mme Denise,M. Gerald DRAPER
HEI_000568--000001_411209,1981,,"Die schweizerische Aussenpolitik unter dem Eindruck der bolschewistischen Bedrohung, 1918-1923",HEITH STÆMPFLI,bolschewistischen Bedrohung,Hans Beat Kunz de Soleure,Jacques Freymond,Miklos Molnar
HEI_000568--000002_411209,1980,,"A reaction function approach to macroeconomic policy with an application to Germany, 1960-73",Takahiko MUTOH H,iii 15 JAN,Takahiko MUTOH,Jacques LHUILLIER,Alexandre SWOBODA
HEI_000568--000003_410301,1981,,Intégration régionale et modèles de développement,O I ÎQZS5Â,Gordon MACE 1981 Centre,Émile Bruylant 67,Roy Preiswerk,Jean Siotis
HEI_000568--000004_410301,1980,,The politics of United States,Grégory Théodore Kruglak,U.S.A.,HAUTES-ÉTÜîES,Mme Marlis STEINERT,Jacques FREYMOND
HEI_000569--000001_410301,1986,,Politique de gestion de la dette publique,Jean Alain Pierre CLÉMENT,N È V E 21,Jacques LHUILLIER,Alexandre SWOBODA,Hans GENBERG
HEI_000569--000002_411209,1980,,"L'OIT, institution spécialisée et le système de l'organisation internationale",LOIT,Etablissements Emile Bruylant,S. A. Rue de la Régence,Christian Dominioé,Georges Abi-saab
HEI_000569--000003_411209,1980,,Droit humanitaire et droits de l'homme,Denise Bindschedler- Robert,Philippe Cahier,Jean Siotis,A.I.D.I. A. J.I.L. B. I.T. B. Y.B.I.L. C. D.D.H. Annuaire,IEtranger
HEI_000569--000004_411209,1982,,International labour conventions and national law,VIRGINIA LEARY U.S.A.,Georges ABI,Nicolas VALTICOS,William H. Leary VII Table of Contents Acknowledgments XI Abbreviations XIII Introduction 1,International Legislation
HEI_000570--000001_410301,1980,,On foreign policy and the geopolitics of maritime space,C O O,CM CJ,Jacques FREYMOMD,Curt GASTLYGER,Louis J. HALLE
HEI_000570--000002_410301,1985,,Namibia by resolutions,cJg Lausanne Case,N È VE,Christian DOMINICE,Georges ABI-SAAB,Neville RUBIN
HEI_000571--000001_411209,1980,,Le transfert de technologie,O I fV AA IttfRtf VltlUfV,Michel VIRALLY,Georges ABI-SAAB,M. Pedro ROFFE,Peter Lang SA
HEI_000571--000002_411209,1981,,The Soviet Union and Iran,Miron REZUN Canada,Miklos MOLNAR,Historical Framework,Davtyan,Border Problem
HEI_000571--000003_411209,1981,,Le Brésil de Getulio Vargas et la formation des blocs,c Q O 1 S,Getulio Vargas,Ricardo A. SILVA SEITENFUS,Ricardo A. SILVA SEITENFUS 2,MM. Yves COLLART
HEI_000572--000001_410206,1980,,"Social inequality, collective protest and political violence in some formations of the periphery 196",HEi-r4 3Zg-vl SIBIL,MOUSTAFA KAMEL EL SAYED Egypte,Roy PREISWERK,Roger OWEN,Roger Owen of St.
HEI_000572--000002_410206,1981,,L'Agence centrale de recherches du Comité international de la Croix-rouge,Gradimir DJUROVIC Yougoslavie,Jacques FREYMOND,Gilbert ÉTIENNE,Henry Dunant,M Monique Katz
HEI_000572--000003_410206,1981,,Les casques bleus canadiens,Guy ROBINSON,Guy Robinson 1981 5,Christian DOMINICÉ,Jean SIOTIS,Michel VIRALLY
HEI_000573--000001_411209,1980,,The managed exchange rate,Frank V. Jennings,O Frank V. Jennings,Alexandre SWOBODA,Hans GENBERG,Larry SJAASTAD
HEI_000573--000002_411209,1981,,The freedom of scientific research in international law,Gerald GRAHAM,Georges ABI-SAAB,Lucius CAFLISCH,Philippe CAHIER,Christian DOMINICÉ
HEI_000574--000003_410206,1980,,Analyse empirique de l'état développé,M. Dusan SIDJANSKI,Christian DOMINICE,Hans GENBERG,Jean-Christian LAMBELET,Urs LUTERBACHER
HEI_000575--000001_410206,1980,,Sectoral policy in an open economy,Jacques LHUILLIER,Hans GENBERG,Alexandre SWOBODA,Mme Harriet MATEJKA,È Q y
HEI_000575--000002_410206,1980,,Dynamics of bargaining in international conflict,Pierre ALLAN,TTThJNALES B 1 B L,Uusunne Case,Jacques FRLYMOhD,Urs LüTERBACâLK
HEI_000575--000003_411209,1980,,Le concept de l'unité et les relations inter-arabes,Georges ABI-SAAB,Gilbert ETIENNE,Roy PREISWERK,M. Maxime ROBINSON,M. Samir AMIN
HEI_000576--000001_411209,1981,,The Egyptian policy in the Arab world,CM CO X O,èfiSSsbè j,HEiTW,Jacques FREYMOND,Harish KAPUR
HEI_000576--000002_411209,1981,,Legal aspects of trade preferences for developing countries,Û CO 3- CO eu,Abdulqawi Ahmed YUSUF Somalie,Abdulqawi Ahmed YU SUF,Jacques LHUILLIER,Georges ABI-SAAB
HEI_000576--000003_411209,1981,,The management of television in Europe,Ernest EUG,Mme Marlis STEINERT,Jean SIOTIS,Miroslav VILCEK,Jyvaskyla Pyhmorto KMhfîâki Lies
HEI_000577--000001_410206,1981,,Kernenergie und Aussenpolitik,Nichtweiterverbreitung von Kernwaffen,Theodor Heinrich Winkler,Außenpolitik Die internationalen Bemühungen,Theodor H. Winkler,Christian DOMINICE
HEI_000577--000002_410206,1982,,"The costs of import substitution, economic integration and export diversification",Economie Integration and Export Diversification The Case of Guatemala,Heinz Oswald,Gerard CURZON,Alexandre SWOBODA,Larry SJAAST AD
HEI_000578--000001_411209,1982,,The right of self determination in the practice of the universal and regional organizations,5 I L,Robert GORELICK U.S.A.,Robert Gorelick,Mme Denise,Georges ABI-SAAB
HEI_000578--000002_410301,1997,,L'Union soviétique et le droit des conflits armés,Jiri TOMAN,Georges ABI,Christian DOMINICÉ,Jean PICTET,C. Le
HEI_000579--000001_411209,1981,,Zusammenarbeit in der internationalen Zivilluftfahrt insbesondere in Europa,Peter K. Baumgartner,Zusammenarbeit,Peter K. Baumgartner I,T. K UNIVERSITE,MM. Lucius CAFLISCH
HEI_000580--000001_410206,1981,,L'invasion de l'Italie dans les relations interalliées,Bruno G. L. ARCIDIACONO,Bruno G. L,Mme Marlis STEINERT,MM. Yves COLLART,Christian DOMINICÉ
HEI_000581--000001_410206,1987,,Nigeria's African policy,Ibeanusu Nwakudu Agu OKOCHI,Jacques FREYMOND,M. Anthony HOPKINS,M. Andreas NOVEMBER,Lagos
HEI_000581--000002_410206,1981,,The effect of devaluation on the balance of payments and the labour market,CM CO CO,Jacques LHUILLIER,Alexandre SWOBODA,Hans GENBERG,Alexander Swoboda
HEI_000581--000003_410206,1981,,"The political economy of ""voluntary"" restraint and the incidence of trade diversion in steel import ",Kent JONES,Alexandre SWOBODA,Hans GENBERG,M. Henryk KIERZKOWSKI,M. Ingo WALTER
HEI_000581--000004_411209,1981,,Decision-making in the U.S. Senate,Robert Waldron,Mme Marlis,M. Olivier LONG,M. David FORSYTHE,Textile Dilemma 80 The New Congress 87 Early Staff Briefings 92 Public Hearings
HEI_000582--000001_411209,1981,,Exchange rate determination and euromarkets,O CO,Exchange Rate Determination and Euromarkets with,Bruno René,Alexandre SWOBODA,Hans GENBERG
HEI_000582--000002_411209,1982,,Le percement du Simplon,Gérard BENZ,Jacques FREYMOND,Jean-Claude FAVEZ,Paul GUICHONNET,Simplon
HEI_000582--000003_410301,1983,,Scientific enterprise management in the socialist economy,Hans-Peter Graf,Gerard CURZON,M. Frederick PRYOR,M. Dieter VOIGT,To Elisabeth
HEI_000583--000001_410301,1982,,Les grandes puissances et le Congo,Yves COLLARI,Antoine FLEURY,Laurent MONNIER,Jacques FREÏMOND,LEOPOLD II
HEI_000583--000002_410301,1983,,Swiss direct investment and the Association of Southeast Asian Nations,Jacques LHUILLIER,MM. Gilbert ETIENNE,Henryk KIERZKOWSKI,J H d M,i tiìV
HEI_000583--000003_410301,1983,,Le régime juridique des îles dans le droit international de la mer,Haritini DIPLA,i TABLE,V ko.bT,d-lnT,Pratique
HEI_000584--000001_410301,1983,,Le Tessin dans les relations entre la Suisse et l'Italie,Marzio Rigonalli,Pubblicità LOCARNO Pubblicazione,Jean-Claude F AVEZ,Miklos MOLNAR,Antoine FLEURY
HEI_000584--000002_410301,1983,,International cooperation in the suppression of terrorism,Noemi GAL-OR,Jean SIOTIS,MM. Lucius CAFLISCH,Miklos MOLNAR,N.G. Nof-Yam
HEI_000584--000003_410301,1983,,International acquisition investments,Roland Schucht Zurich,Roland Schucht,lUni,Hans GENBERG,Henry KIERZKOWSKI
HEI_000585--000001_411209,1983,,Purchasing power parity and the international transmission of price disturbances under fixed and fle,K-iâTï,Georg JUNGE,Hans GENBERG,Alexandre SWOBODA,Larry SJAASTAD
HEI_000585--000002_411209,1983,,Le Saint-Siège et les débuts de la colonisation de l'Afrique noire,D CO O,Paul,Jacques FREYMOND,Baptiste,DUROSELLE
HEI_000585--000003_411209,1983,,"Diplomatie, Diskretion und Information",Peter ZIEGLER St-Gall,Miklos MOLNAR,M. Raimund GERMANN,Hautes Etudes,Franz BLANKART
HEI_000586--000001_411209,1983,,La succession d'Etats en matière de traités à la lumière des travaux de la Commission du droit inter,Zidane MERIBOUTE,Zidane RIBOUTE,ris L,Case,Georges ABI-SAAB
HEI_000586--000002_411209,1983,,Currency substitution,c Q O,t5-Ä S,Theory,Policy Implications,Empirical Evidence for Switzerland
HEI_000586--000003_411209,1983,,La Suisse et la Commission économique pour l'Europe des Nations Unies,Frédéric MULLER,Jean SIOTIS,M. Norman SCOTT,M. Jérôme LUGON,DPF Département
HEI_000587--000001_410206,1983,,Quest for military power,Parnian KUMMER,Curt GASTEYGER,M. Mohammad-Reza DJALILI,Phase I,Defense Planning Control of Expertise
HEI_000587--000002_410301,1984,,OPEC and the Third World,Harish KAPUR,M. Mohammad-Reza DJALILI,Francisco PARRA,Historical Framework 12 I. The Genesis of OPEC 12 A. International Factors 12,E. OPEC
HEI_000588--000001_410301,1983,,From reparations to rehabilitation,i .Jf,Liera KATZENSTEIN Haifa,Mme Marlis,Saul,M. Alfred GROSSER
HEI_000588--000002_410206,1983,,"The Canada/European Community contractual link, from dreams to reality",Daniel M.A. Roseman,Mme Marlis,Mme Victoria CURZON- PRICE,John HALSTEAD,V ABSTRACT This
HEI_000589--000001_410206,1983,,Aspects of the Canadian experience with monetary policy and flexible exchange rates,I Brian Alwyn BETHUNE,Brian Alwyn BETHUNE,Hans GENBERG,Alexandre SWOBODA,Larry SJAASTAD
HEI_000589--000002_411209,1983,,"Structural adjustment to imports ""market failure"" and government intervention",Rolf Walter STEINER Berne,Patrick and Roger STRUCTURAL ADJUSTMENT TO,Rolf Walter Steiner,MM. Henryk KIERZKOWSKI,Hans GENBERG
HEI_000590--000001_411209,1984,,"Modernisation agricole, développement économique et changement social",Jean-Luc MAURER,Jean-Luc MAURER B,Jacques FREYMOND,Pierre GOUROU,Denys LOMBARD
HEI_000590--000002_411209,1984,,Anglo-Iranian relations,Ali-Asghar ZARGAR,Ali-Asghar ZARGA R,Miklos MOLNAR,M. Mohammad Reza DJALILI,Foremost
HEI_000591--000001_410301,1984,,Recent trends in the migration of financial resources to developing countries and their impact on ec,Dilip Kumar DAS,Dilip Kumar,Harish KAPUR,Miklos MOLNAR,I M.
HEI_000592--000001_411209,1984,,Africa and the new international economic order,iid GENEVE 1984 UNIVERSITE,Boniface Fontem,Christian DOMINIcè,Victor GHÉBALI,M. Abdulqawi YUSUF
HEI_000593--000001_410206,1984,,La promotion et la protection conventionnelles des investissements étrangers,Jean-Pierre LAVIEC,Pierre LALIVE,Christian DOMINICÉ,Michel VIRALLY,M. Stuart ROBINSON
HEI_000593--000002_410206,1984,,Negotiations for world traded services,Raymond J. Krommenacker,Raymond KROMMENACKER,M. Olivier LONG,Richard BLACKHURST,Mme Victoria CURZON-PRICE
HEI_000593--000003_410301,1984,,"Rational expectations, the real rate of interest and world business cycles under floating exchange r",Hans Mikael Stefan Gerlach,S-T-Ä  Ä,Gerard CURZON,Hans GENBERG,Alexandre SWOBODA
HEI_000594--000001_410301,1984,,The role of the current account in a managed floating system,Ulrich CAMEN,Ì Ï 0,Jacques LHUILLIER,Hans GENBERG,Alexandre SWOBODA
HEI_000594--000002_410301,1984,,Die schweizerisch-amerikanischen Finanzbeziehungen im Zweiten Weltkrieg,Safehaven-Politik zum Washingtoner Abkommen,Marco Dürrer Obwald,Mme Marlis Steinert,M. Yves Collart,M. Olivier Long
HEI_000594--000003_410301,1984,,Legal and institutional aspects of African shared water resources,Lucius,Philippe CAHIER,M. Jens EVENSEN,Other Treaty Regimes,Other Relevant Elements for the Determination of Utilisation Equitable 88
HEI_000595--000001_410301,1984,,La politique de développement de la Communauté économique européenne,Ibrahim AWAD,Egypte,Mme Marlis STEINERT,Georges ABI,Philippe BRAILLARD
HEI_000595--000002_410206,1984,,Development,CM CO X A heiîH,Peter PRAXMARER,M. Gilbert ÉTIENNE,M. Laurent MONNIER,Philippe BRAILLARD
HEI_000596--000001_410206,1984,,Case study on the treaty establishing a preferential trade area for Eastern and Southern African sta,hejtH,Kamil Eltayeb IDRIS,U T H,Q U E,Henryk KIERZKOWSKY
HEI_000596--000002_411209,1984,,Aspects of the economics of export processing zones in developing countries,Thorkild Juncker,Hans GENBERG,Henryk KIERZKOWSKI,Richard CORNES,Ronald Findlay
HEI_000596--000003_411209,1984,,The choice of an exchange rate regime for developing countries,Exchange Rate Regime for Developing Countries,Exchange Rate Regime for Developing,Bolaluete Mbwebembo,Exchange Rate Regime for Deveioping Countries with Speciai Reference to Zaïre,-u sCFJALES
HEI_000596--000004_411209,1984,,The role of the International Maritime Organization in the enactment of international legislation,Cleopatra Elmira HENRY,C H.G L,Georges ABI-SAAB,Lucius,Philippe CAHIER
HEI_000597--000001_410206,1985,,Les associations des pays exportateurs de produits de base,Michel VIRALLY,M. Abdulqawi YUSUF,Economie Affairs Officer,Page,Chapitre II
HEI_000597--000002_410206,1984,,Economics of satellite systems with their applications,Behnaz ZAND,Behnaz Z AND,Gerard CURZON,Larry SJAASTAD,Nasser SAIDI
HEI_000598--000001_411209,1985,,The mind of official imperialism,Ronald Fred DREYER,Mme Marlis STEINERT,M. Yves COLLART,Antony HOPKINS,Complementary
HEI_000598--000002_411209,1985,,Le régime juridique des entreprises communes en Afrique,Ngonlardjé-Kabra MBAIDJOL,Pierre LALIVE,M. Lucius CAFLISCH,M. Stuart ROBINSON,i i TABLE DES MATIERES No
HEI_000598--000003_410206,1985,,Les négociations internationales relatives aux produits de base (1945-1983),O BB-,Laurent ZANG,Pierre ALLAN,MM. Urs LUTERBACHER,Jean-Christian LAMBELET
HEI_000599--000001_410206,1985,,The attitude of the British labour party to the Soviet Union,Andrew WILLIAMS Birmingham,Andrew WILLIAMS i Birmingham,United Kingdom,N È VE 21,Jacques FREYMOND
HEI_000599--000002_410206,1985,,The European labour movement and European integration,r- X Ph- i SIBH-,HL Barbara BARNOUIN HL,R. F. A.,Barbara Barnouin,Miklos MOLNAR
HEI_000599--000003_411209,1985,,Le fascisme satellite,Doriot,N È VE 21,Jean-Claude FAVEZ,Mme Marlis STEINERT,MM. Saul FRIEDLANDER
HEI_000600--000001_411209,1985,,State responsibility and the law of space communications,Marika Natasha TAISHOFF U.S.A. B,Marika Natasha TAISHOFF U.S.A.,Philippe CAHIER,Georges ABI-SAAB,Lucius CAFLISCH
HEI_000600--000002_411209,1985,,Droit humanitaire et conflits internes,C Q O Jt,Jacques FREYMOND,Michel VIRALLY,Lucius CAFLISCH,Chanp
HEI_000600--000003_411209,1985,,Tanzanie,D CO O,Gilbert ETIENNE,Antony HOPKINS,Gerard CURZON,M. Gilbert BLARDONE
HEI_000601--000001_410206,1985,,Structural adjustment to real external disturbances,Piritta,Henryk KIERZKOWSKI,Jan HERIN,Henryk Rierzkowski,Hans Genberg
HEI_000601--000002_410206,1986,,"Trade, money, inflation and development",Bernard Mbui,Hans GENBERG,Alexandre SWOBODA,John CUDDY,Empirical Tests of Causality
HEI_000601--000003_410206,1986,,I.M.F conditionality and stabilization policies for developing countries,Hans GENBERG,Henryk KIERZKOWSKI,Alexandre SWOBODA,Richard EGLIN,with whom I
HEI_000601--000004_410206,1986,,Les sociétés transnationales en Afrique,Harish KAPUR,M. Andras NOVEMBER,Victor GHEBALI,Lucius,Cécile
HEI_000602--000001_410301,1986,,"Liberia and the League of Nations, 1929-39",SiBiL,John Peter TAYLOR,Mme Marlis STEINERT,Mme Zara STEINER,Fellow
HEI_000602--000002_410301,1986,,Legal aspects of United Nations action in the question of Southern Rhodesia,M- O M f,Vera GOWLLAND-DEBBAS,Georges ABI-SAAB,Lucius CAFLISCH,Philippe CAHIER
HEI_000603--000001_410206,1986,,Singapour et son environnement régional,Étude dune Cité-État,Philippe Thierry,Etude dune Cité-Etat,Etude dune Cité-État,Gilbert ETIENNE
HEI_000603--000002_410206,1987,,"Les origines du chauvinisme, degré zéro du nationalisme français",O I CO,CM X,Gérard,Yves COLLART,Pierre NORA
HEI_000604--000001_410301,1987,,The Third World and decision making in the International Monetary Fund,heiîH Qcß,Tyrone FERGUSON,Gerard CURZON,Victor-Yves GHEBALI,Richard EGLIN
HEI_000604--000002_410301,1986,,Multilateral trade negociations,Mohamed Roshdy ABDEL KADER,Mohamed Roshdy,Lausanne Cas,Georges ABI-SAAB,Gilbert ÉTIENNE
HEI_000604--000003_410206,1986,,Le personnage et le rôle d'Hitler dans la politique étrangère du troisième Reich,i î Q,C Q O fiBgSssSs,René SCHWOK,Mme Marlis,Jean-Claude FAVEZ
HEI_000605--000001_410206,1986,,The settlement of disputes in the new Law of the Sea Convention,Ronald Lee SCHALLAWITZ,Ronald Lee Schallawitz I i 2 1 NOV,Ronald Lee SC,MM. Lucius CAFLISCH,Philippe CAHIER
HEI_000605--000002_410206,1986,,The right of innocent passage,Francis NGANTCHA,Georges ABI-SAAB,Lucius,Philippe CAHIER,Charlotte Ngantcha I
HEI_000605--000003_411209,1988,,"The catholic press, the birth of Israel and the problem of Jerusalem, 1947-1950",Ronald Joseph BROWN,U.S.A.,Mme Marlis,Saul,Antoine FLEURY
HEI_000606--000001_410206,1987,,La politique chinoise vis-à-vis de l'Indochine,Bruno Pierre MUNIER,Gilbert ETIENNE,M. Mohammad-Reza DJALILI,M. TON THAT THIEN,Lucius
HEI_000606--000002_410206,1987,,Les fondements implicites et le processus de négociation du programme intégré des produits de base,Nkiko NSENGIMANA,Philippe BRAILLARD,M. Andras NOVEMBER,Mohammad- Reza DJALILI,Mukasine
